people_id,person_id,company_name,company_li_name,last_title,group_start_date,group_end_date
1242,74126db5-f0b7-42b6-b512-3dbe487da3b7,Anax,anax,Co Founder,2009-10-01,2011-11-01
1243,0b77b154-2cc1-4f7b-83f9-e3647c626db1,Mythical Games,mythical,Senior Producer,2022-02-01,
1244,0b77b154-2cc1-4f7b-83f9-e3647c626db1,343 Industries,343-industries,Producer,2021-01-01,2022-02-01
1245,0b77b154-2cc1-4f7b-83f9-e3647c626db1,CCP,ccpgames,Producer,2020-10-01,2021-07-01
1246,0b77b154-2cc1-4f7b-83f9-e3647c626db1,Superseed Studios,superseed-studios,Producer,2020-03-01,2021-10-01
1247,0b77b154-2cc1-4f7b-83f9-e3647c626db1,Zynga,zynga,"Senior Supervisor, QA",2020-03-01,2021-01-01
1248,0b77b154-2cc1-4f7b-83f9-e3647c626db1,NetEase Games,netease-games,Project & Team Lead,2019-09-01,2020-03-01
1249,0b77b154-2cc1-4f7b-83f9-e3647c626db1,Bioware,bioware,Project & Team Lead,2017-09-01,2019-08-01
1250,0b77b154-2cc1-4f7b-83f9-e3647c626db1,Riot Games,riot-games,Tools Product Manager (Temp),2015-12-01,2017-07-01
1251,0b77b154-2cc1-4f7b-83f9-e3647c626db1,Blizzard Entertainment,blizzard-entertainment,"Production Assistant, Creative Development (Temp)",2013-03-01,2015-12-01
1252,10e5dcc5-a642-4941-9701-9194101b27ed,500 Startups,500global,Co-Founder in Batch 19,2016-10-01,2017-02-01
1253,10e5dcc5-a642-4941-9701-9194101b27ed,SensorKit,sensorkit,User Experience Designer,2015-12-01,2016-09-01
1254,10e5dcc5-a642-4941-9701-9194101b27ed,Scopio,scopioimages,Co-Founder & Chief of Product,2014-10-01,
1255,10e5dcc5-a642-4941-9701-9194101b27ed,Tarkeeb,tarkeeb,Founder,2014-09-01,2015-08-01
1256,10e5dcc5-a642-4941-9701-9194101b27ed,The Mechanism,the-mechanism,Web Design Intern,2012-06-01,2012-08-01
1257,10e5dcc5-a642-4941-9701-9194101b27ed,Polypod,polypod,Graphic Design Intern,2011-07-01,2011-09-01
1258,43cf90b3-e1bc-432f-a4d5-3e1afb1de21a,Amazon Lab126,lab126,Software Development Engineer II,2020-08-01,
1259,43cf90b3-e1bc-432f-a4d5-3e1afb1de21a,Amazon,amazon,Software Development Engineer,2019-01-01,2020-08-01
1260,43cf90b3-e1bc-432f-a4d5-3e1afb1de21a,Arizona State University,arizona-state-university,Software Engineer,2018-02-01,2018-05-01
1261,43cf90b3-e1bc-432f-a4d5-3e1afb1de21a,Accenture,accenture,Software Engineer,2015-10-01,2016-07-01
1262,43cf90b3-e1bc-432f-a4d5-3e1afb1de21a,Calsoft,calsoft,Software Engineer Intern,2014-04-01,2015-05-01
1263,115f7094-4a25-44d1-96de-5ab24a6462ea,Canva,canva,Backend Engineer,2021-09-01,
1264,115f7094-4a25-44d1-96de-5ab24a6462ea,Spotify,spotify,Backend Engineer,2019-05-01,2021-08-01
1265,115f7094-4a25-44d1-96de-5ab24a6462ea,Saab,saab,Software Engineer,2016-05-01,2019-05-01
1266,2f7f44ca-f704-4394-b558-790b627dea8d,Foot Locker EMEA,foot-locker-europe,Senior Indirect Tax Manager,2021-09-01,
1267,2f7f44ca-f704-4394-b558-790b627dea8d,Bird,birdapp,EMEA Indirect Tax Lead,2019-12-01,2021-08-01
1268,2f7f44ca-f704-4394-b558-790b627dea8d,Activision,activision,VAT Compliance Manager,2011-09-01,2019-12-01
1269,2f7f44ca-f704-4394-b558-790b627dea8d,LG Electronics,lg-electronics,Tax Specialist,2011-03-01,2011-08-01
1270,2f7f44ca-f704-4394-b558-790b627dea8d,GE Equipment Services Europe BV,ge,Senior VAT Accountant,2006-11-01,2011-02-01
1271,267eb236-7ce6-4210-ba63-d46b114fd13b,Cognizant,cognizant,AWS Cloud Data Engineer,2022-01-01,
1272,267eb236-7ce6-4210-ba63-d46b114fd13b,HighRadius,highradius,PX Analyst,2021-06-01,2022-01-01
1273,267eb236-7ce6-4210-ba63-d46b114fd13b,KPMG,kpmg,Data Analytics Consulting Virtual Internship,2020-04-01,2020-05-01
1274,267eb236-7ce6-4210-ba63-d46b114fd13b,Coding Ninjas India,codingninjas,Campus Ambassador,2019-03-01,2019-08-01
1275,267eb236-7ce6-4210-ba63-d46b114fd13b,National Service Scheme,national-service-scheme,Volunteer,2018-07-01,2019-05-01
1276,d7f6ab81-8d83-4530-851f-e6bdfaf65913,Manubhai & Shah LLP - Chartered Accountants,manubhai-&-shah,Intern,2018-08-01,2021-09-01
1277,83e8406e-cfaa-4589-a428-ad675750c189,Two Sigma,two-sigma-investments,Software Engineer,2020-02-01,
1278,83e8406e-cfaa-4589-a428-ad675750c189,Two Sigma,two-sigma-investments,Software Engineering Intern,2019-05-01,2019-08-01
1279,83e8406e-cfaa-4589-a428-ad675750c189,Microsoft,microsoft,Software Engineering Intern,2018-05-01,2018-08-01
1280,83e8406e-cfaa-4589-a428-ad675750c189,"Charmworks, Inc.",charmworks-inc.,Software Engineering Intern (Co-Op),2018-01-01,2018-05-01
1281,83e8406e-cfaa-4589-a428-ad675750c189,Tesla,tesla-motors,Software Engineering Intern,2017-09-01,2017-12-01
1282,83e8406e-cfaa-4589-a428-ad675750c189,planbook.com,planbook-com,Software Engineering Intern,2017-05-01,2017-08-01
1283,ebc57be3-7c19-4abc-a864-520146ac9d8d,Matillion,matillion-limited,Enterprise Account Director,2021-08-01,
1284,ebc57be3-7c19-4abc-a864-520146ac9d8d,Domino Data Lab,domino-data-lab,Co-Host - Data Leaders Executive Lounge,2020-04-01,
1285,ebc57be3-7c19-4abc-a864-520146ac9d8d,Cazena,cazena,Regional Sales Director EMEA,2018-05-01,2020-04-01
1286,ebc57be3-7c19-4abc-a864-520146ac9d8d,Dataiku,dataiku,Enterprise Sales Manager,2016-12-01,2018-01-01
1287,ebc57be3-7c19-4abc-a864-520146ac9d8d,Hortonworks,hortonworks,Enterprise Account Manager,2016-03-01,2016-12-01
1288,ebc57be3-7c19-4abc-a864-520146ac9d8d,"Compose, an IBM Company",composeio,VP Sales,2013-10-01,2016-03-01
1289,ebc57be3-7c19-4abc-a864-520146ac9d8d,MongoDB,mongodbinc,Enterprise Account Executive,2012-05-01,2013-10-01
1290,ebc57be3-7c19-4abc-a864-520146ac9d8d,Push Technology Limited,push-technology-limited,Enterprise Account Executive,2010-05-01,2012-05-01
1291,ebc57be3-7c19-4abc-a864-520146ac9d8d,1st Place (Acquired in private sale),1st-place-graduate-recruitment,Founder,2006-04-01,2010-03-01
1292,ebc57be3-7c19-4abc-a864-520146ac9d8d,Bytes Security Partnerships,security-partnerships,Founder,1998-10-01,2006-01-01
1293,ebc57be3-7c19-4abc-a864-520146ac9d8d,British Army,british-army,Territorial Army Officer,1995-09-01,1998-10-01
1294,a8dc85f7-b45e-45bf-a6ea-4dcbde319381,G&S Business Communications,gs-business-communications,Client Service Manager,2018-08-01,2020-02-01
1295,a8dc85f7-b45e-45bf-a6ea-4dcbde319381,CooperKatz & Company,cooperkatz-&-company,Senior Account Supervisor,2017-10-01,2018-12-01
1296,a8dc85f7-b45e-45bf-a6ea-4dcbde319381,ICR,icr,Account Supervisor,2016-11-01,2017-09-01
1297,a8dc85f7-b45e-45bf-a6ea-4dcbde319381,Kite Hill PR,kite-hill-pr,Account Supervisor,2015-08-01,2016-11-01
1298,a8dc85f7-b45e-45bf-a6ea-4dcbde319381,Belly,belly,Public Relations Manager,2014-04-01,2014-08-01
1299,a8dc85f7-b45e-45bf-a6ea-4dcbde319381,Walker Sands Communications,walker-sands,Senior Media Relations Specialist,2012-11-01,2014-04-01
1300,a8dc85f7-b45e-45bf-a6ea-4dcbde319381,Huffington Post Media Group,huffpost,Communications Coordinator,2010-08-01,2012-10-01
1301,a8dc85f7-b45e-45bf-a6ea-4dcbde319381,Sirius XM Radio Inc.,siriusxm,Public Relations Intern - Sports,2009-09-01,2010-05-01
1302,a8dc85f7-b45e-45bf-a6ea-4dcbde319381,Kings County District Attorney,jessicawilsonlaw,Legal Assistant,2008-09-01,2009-08-01
1303,a8dc85f7-b45e-45bf-a6ea-4dcbde319381,Jackson County Prosecutor's Office,jackson-county-prosecutor-s-office,Legal Intern,2008-05-01,2008-08-01
1304,a8dc85f7-b45e-45bf-a6ea-4dcbde319381,CBS Corporation,cbs-com,Writer's Assistant,2006-01-01,2006-01-01
1305,f408fe4d-e4f5-4d07-8aa3-7f28e258dfad,Fractal,fractal-analytics,"Senior Consultant, CPG",2020-09-01,2022-07-01
1306,f408fe4d-e4f5-4d07-8aa3-7f28e258dfad,Mu Sigma Inc.,mu-sigma,Apprentice Leader (Analytics Manager),2016-02-01,2020-09-01
1307,f408fe4d-e4f5-4d07-8aa3-7f28e258dfad,Pravega Racing,pravega-racing.,Operations Lead,2013-10-01,2014-09-01
1308,f408fe4d-e4f5-4d07-8aa3-7f28e258dfad,TATA Power,tata-power,Student Intern,2013-06-01,2013-07-01
1309,acc842f4-ace8-480b-95f7-f372e395a832,Stripe,stripe,Risk Strategy,2022-04-01,
1310,acc842f4-ace8-480b-95f7-f372e395a832,Wave HQ,wave-hq,Risk Product- Strategy and Analytics,2020-11-01,2022-02-01
1311,acc842f4-ace8-480b-95f7-f372e395a832,Uber,uber-com,Risk Management - Analytics and Strategy,2018-11-01,2020-11-01
1312,acc842f4-ace8-480b-95f7-f372e395a832,Axtria - Ingenious Insights,axtria,"Manager, Strategy & Analytics",2014-05-01,2018-10-01
1313,acc842f4-ace8-480b-95f7-f372e395a832,University of Cincinnati,university-of-cincinnati,Student Consultant,2014-01-01,2014-04-01
1314,acc842f4-ace8-480b-95f7-f372e395a832,Mu Sigma,mu-sigma,Senior Business Analyst,2011-12-01,2013-06-01
1315,acc842f4-ace8-480b-95f7-f372e395a832,thestripedpyjamas,thestripedpyjamas,Founder,2010-05-01,2011-09-01
1316,acc842f4-ace8-480b-95f7-f372e395a832,GAIL (India) Limited,gail-india-limited,Trainee,2010-04-01,2010-07-01
1317,eb41acde-c7f3-4f9c-9e3b-3a55a2519779,Apple,apple,Software Engineer,2022-04-01,
1318,eb41acde-c7f3-4f9c-9e3b-3a55a2519779,GE Aviation,geaviation,Staff Software Engineer,2018-04-01,2022-04-01
1319,eb41acde-c7f3-4f9c-9e3b-3a55a2519779,CenturyLink technology solutions,centurylink,Senior Software Development Engineer,2014-05-01,2018-04-01
1320,eb41acde-c7f3-4f9c-9e3b-3a55a2519779,Amdocs,amdocs,Senior Application Software Engineer,2010-01-01,2014-05-01
1321,eb41acde-c7f3-4f9c-9e3b-3a55a2519779,ITI Ltd.,iti-ltd.,Graduate Apprentice Engineer,2009-09-01,2009-12-01
1322,ca032bab-2c8b-4dc4-b9d2-35f14ab8bf78,TikTok,tiktok,Content Ecosystem Lead,2022-02-01,
1323,ca032bab-2c8b-4dc4-b9d2-35f14ab8bf78,Twitter,twitter,"Curation Lead, UK",2019-04-01,2022-01-01
1324,ca032bab-2c8b-4dc4-b9d2-35f14ab8bf78,BBC,bbc,Duty Editor,2017-07-01,2019-04-01
1325,ca032bab-2c8b-4dc4-b9d2-35f14ab8bf78,Me,me,Freelance editor/copywriter,2017-06-01,2017-07-01
1326,ca032bab-2c8b-4dc4-b9d2-35f14ab8bf78,Potato,potato,Head of Content,2016-11-01,2017-06-01
1327,ca032bab-2c8b-4dc4-b9d2-35f14ab8bf78,SuperAwesome,superawesome,Head Of Content,2016-11-01,2017-01-01
1328,ca032bab-2c8b-4dc4-b9d2-35f14ab8bf78,BuzzFeed,buzzfeed,Social Media Editor,2014-06-01,2016-03-01
1329,e027d3ad-d188-4a6e-846d-d2fe63ffe197,Microsoft,microsoft,Software Engineer,2019-04-01,
1330,e027d3ad-d188-4a6e-846d-d2fe63ffe197,Microsoft,microsoft,Software Engineering Intern,2018-06-01,2018-09-01
1331,e027d3ad-d188-4a6e-846d-d2fe63ffe197,Cisco,cisco,Software Engineering Intern,2017-06-01,2017-09-01
1332,e027d3ad-d188-4a6e-846d-d2fe63ffe197,DataHouse,datahouse,Front-End Developer (Intern),2016-06-01,2016-08-01
1333,e027d3ad-d188-4a6e-846d-d2fe63ffe197,University of Washington,university-of-washington,Network Operations Center Student Assistant,2015-11-01,2017-06-01
1334,e027d3ad-d188-4a6e-846d-d2fe63ffe197,Mililani High School,mililani-high-school,Student Technician,2014-08-01,2015-05-01
1335,d1de4ce5-be74-4304-9379-9e07a00e0eed,Rippling,rippling,Operations Lead,2019-12-01,
1336,d1de4ce5-be74-4304-9379-9e07a00e0eed,Xcellent Solution,excellent-solution,Senior Business Analyst,2018-03-01,2019-12-01
1337,d1de4ce5-be74-4304-9379-9e07a00e0eed,"iQuanti, Inc.",iquanti-inc,"Business Analyst - Paid Search Media, Digital Marketing",2016-07-01,2018-02-01
1338,d1de4ce5-be74-4304-9379-9e07a00e0eed,"Indian Institute of Management, (IIM)Lucknow",indian-institute-of-management-lucknow,Marketing Management Trainee,2015-06-01,2015-07-01
1339,f1c1a752-61a2-4b60-abf2-e3e0a4718198,AMD,amd,Senior Silicon Design Engineer,2019-07-01,
1340,f1c1a752-61a2-4b60-abf2-e3e0a4718198,AMD,amd,"Co-Op Engineer - Circuit  Design, Cores",2018-06-01,2018-12-01
1341,f1c1a752-61a2-4b60-abf2-e3e0a4718198,ABB India Ltd.,abb,Quality and OpEx Specialist - LV IEC Motors,2014-08-01,2017-08-01
1342,f1c1a752-61a2-4b60-abf2-e3e0a4718198,Delhi Transco Ltd.,delhi-transco-ltd-,Engineering Intern,2013-06-01,2013-07-01
1343,d305d17f-791d-4093-9cff-5fcef54134ed,Intel Corporation,intel-corporation,Die Prep Engineer,2018-06-01,
1344,d305d17f-791d-4093-9cff-5fcef54134ed,Arizona State University,arizona-state-university,Graduate Student Assistant,2014-08-01,2018-05-01
1345,d305d17f-791d-4093-9cff-5fcef54134ed,Smartprep,smartprep,Instructor,2013-11-01,2014-07-01
1346,d305d17f-791d-4093-9cff-5fcef54134ed,Lahore University of Management Sciences,lahore-university-of-management-sciences,Teaching Assistant,2012-08-01,2014-05-01
1347,20b97a2b-82f2-4ea3-a332-9639b1f46b0a,Inozyme Pharma,inozyme,"VP, Legal Affairs & Secretary",2019-12-01,
1348,20b97a2b-82f2-4ea3-a332-9639b1f46b0a,Compass Therapeutics LLC,compass-therapeutics-llc,"Vice President, Legal Affairs",2016-05-01,2019-11-01
1349,20b97a2b-82f2-4ea3-a332-9639b1f46b0a,Sarepta Therapeutics,sarepta-therapeutics,Patent Counsel,2015-06-01,2016-04-01
1350,20b97a2b-82f2-4ea3-a332-9639b1f46b0a,Foley Hoag LLP,foley-hoag-llp,Associate,2014-08-01,2015-06-01
1351,20b97a2b-82f2-4ea3-a332-9639b1f46b0a,"Alexion Pharmaceuticals, Inc.",alexion-pharmaceuticals,Patent Agent,2008-10-01,2014-05-01
1352,20b97a2b-82f2-4ea3-a332-9639b1f46b0a,Fish & Richardson PC,fish-richardson-pc,Technology Specialist,2006-01-01,2008-10-01
1353,20b97a2b-82f2-4ea3-a332-9639b1f46b0a,Bayer Pharmaceuticals,bayer,Associate Research Scientist,2001-03-01,2002-09-01
1354,d8933c0a-e756-49a5-84b5-2b8ba4c89f5b,Pineapple Hospitality Company,pineapple-hospitality-company,Data Analyst,2017-02-01,2017-04-01
1355,d8933c0a-e756-49a5-84b5-2b8ba4c89f5b,Eddie Bauer,eddie-bauer,Human Resources Information System Analyst,2015-12-01,2019-08-01
1356,d8933c0a-e756-49a5-84b5-2b8ba4c89f5b,"Expedia, Inc.",expedia,Reporting Analyst,2014-05-01,2014-11-01
1357,d8933c0a-e756-49a5-84b5-2b8ba4c89f5b,Seattle Genetics,seagen,EDI Programmer - Contract,2013-10-01,2014-03-01
1358,d8933c0a-e756-49a5-84b5-2b8ba4c89f5b,T-Mobile,t-mobile,Metrics Analyst,2006-06-01,2006-12-01
1359,d8933c0a-e756-49a5-84b5-2b8ba4c89f5b,Microsoft,microsoft,Data Analyst,2004-02-01,2021-10-01
1360,d8933c0a-e756-49a5-84b5-2b8ba4c89f5b,Compass Health,compasshealthwa,Decision Support Analyst,2000-04-01,2004-01-01
1361,d8933c0a-e756-49a5-84b5-2b8ba4c89f5b,Providence Health & Services,providence-health-and-services,Information Analyst,1998-09-01,2000-04-01
1362,d8933c0a-e756-49a5-84b5-2b8ba4c89f5b,Premera Blue Cross,premera-blue-cross,Report Writer,1995-09-01,1997-10-01
1363,363f6d14-aca6-4fec-8dd1-7418ac77f312,Main Street Hub,main-street-hub,Associate Sales Consultant,2016-05-01,
1364,363f6d14-aca6-4fec-8dd1-7418ac77f312,Oscar Insurance,oscar-health,Sales Associate,2015-11-01,2016-02-01
1365,363f6d14-aca6-4fec-8dd1-7418ac77f312,YMCA of San Francisco,ymca-of-san-francisco,Afterschool Program Leader,2012-07-01,2015-09-01
1366,363f6d14-aca6-4fec-8dd1-7418ac77f312,State Farm,state_farm,Administrative Assistant,2012-01-01,2012-05-01
1367,363f6d14-aca6-4fec-8dd1-7418ac77f312,San Francisco State University,san-francisco-state-university,Resident Services Assistant,2009-08-01,2011-03-01
1368,81ba1b28-d68d-4ffb-8b14-32fd647fed16,"Revionics, an Aptos Company",revionics,Principle Price Strategist,2015-09-01,
1369,81ba1b28-d68d-4ffb-8b14-32fd647fed16,"Lowe's Companies, Inc.",lowe%27s-home-improvement,Sr. Value Services Analyst,2014-04-01,2015-09-01
1370,81ba1b28-d68d-4ffb-8b14-32fd647fed16,Family Dollar,family-dollar,Pricing Analyst,2013-03-01,2014-04-01
1371,81ba1b28-d68d-4ffb-8b14-32fd647fed16,Food Lion,food-lion,Pricing Analyst,2012-05-01,2013-03-01
1372,81ba1b28-d68d-4ffb-8b14-32fd647fed16,Red Ventures,red-ventures,Sr. WF OA,2009-05-01,2011-09-01
1373,81ba1b28-d68d-4ffb-8b14-32fd647fed16,United States Army Reserve,united-states-army-reserve,Combat Engineer/ Sergeant,2001-06-01,2009-06-01
1374,496356d5-18e2-4306-a905-faeaf910796a,IBM Aspera,ibm-aspera,Software Developer & User Enablement Tools Developer,2014-06-01,
1375,496356d5-18e2-4306-a905-faeaf910796a,DocuSign,docusign,Product Marketing Intern,2013-06-01,2014-06-01
1376,458f8ae4-8645-4159-8cb9-c89aa8af836c,Google,google,Software Engineer,2021-02-01,
1377,458f8ae4-8645-4159-8cb9-c89aa8af836c,Pathrise,pathrise,Teacher,2020-04-01,2021-01-01
1378,458f8ae4-8645-4159-8cb9-c89aa8af836c,UC Irvine Donald Bren School of Information and Computer Sciences,uc-irvine-information-and-computer-sciences,Teaching Assistant,2015-01-01,2019-01-01
1379,458f8ae4-8645-4159-8cb9-c89aa8af836c,Universitat Politècnica de Catalunya,universitat-politecnica-de-catalunya,Research Intern,2014-01-01,2014-10-01
1380,79dc55e6-649b-4bf9-83b3-3fda4f5d2d2a,NetApp,netapp,Software Engineer,2021-04-01,
1381,79dc55e6-649b-4bf9-83b3-3fda4f5d2d2a,Electronic Arts,electronic-arts,Software Engineer,2007-02-01,
1382,79dc55e6-649b-4bf9-83b3-3fda4f5d2d2a,Strucsoft Solutions,strucsoft-solutions,Software Engineer,2005-01-01,2007-01-01
1383,79dc55e6-649b-4bf9-83b3-3fda4f5d2d2a,China Telecom,china-telecom,Software Developer,1998-06-01,2002-06-01
1384,6fff62d4-8dde-49b6-8a8a-adbbc995eb6c,Translations.com,translations.com,"Senior Director, Strategic Accounts",2017-01-01,
1385,6fff62d4-8dde-49b6-8a8a-adbbc995eb6c,AMPLEXOR International,amplexor-international,"Vice President, Strategic Accounts",2016-05-01,2016-10-01
1386,6fff62d4-8dde-49b6-8a8a-adbbc995eb6c,Elanex,elanex-inc-,Consultant,2016-03-01,2016-06-01
1387,6fff62d4-8dde-49b6-8a8a-adbbc995eb6c,Lionbridge,lionbridge,"Senior Solution Director, Global Client Solutions",2005-01-01,2016-01-01
1388,6fff62d4-8dde-49b6-8a8a-adbbc995eb6c,SolutionsIQ,solutionsiq,"Marketing Consultant / PM, Microsoft Worldwide Partner Marketing Group",2004-05-01,2004-10-01
1389,6fff62d4-8dde-49b6-8a8a-adbbc995eb6c,Microsoft,microsoft,"International Business Manager / Lead PM, MSN Programming & Customer Delivery",1987-01-01,2004-03-01
1390,6fff62d4-8dde-49b6-8a8a-adbbc995eb6c,Canoe & Kayak Magazine,canoe-&-kayak-magazine,Editorial Intern,1986-01-01,1986-01-01
1391,5f54b359-3150-49aa-8b82-42ba9a3af1fb,Intel Corporation,intel-corporation,"Staff Research Scientist, Intel Labs",2021-04-01,
1392,f2b8935d-6618-4e46-be5f-5be8dd4d2104,UiPath,uipath,Enterprise Demand Development,2021-06-01,
1393,f2b8935d-6618-4e46-be5f-5be8dd4d2104,SAP SuccessFactors,sapsuccessfactors,SDR - HXM,2020-05-01,2021-05-01
1394,f2b8935d-6618-4e46-be5f-5be8dd4d2104,SAP,sap,Inside Marketing and Sales,2019-05-01,2021-05-01
1395,f2b8935d-6618-4e46-be5f-5be8dd4d2104,Concentrix,concentrix,"Inside Sales Representative , Lenovo",2018-05-01,2019-02-01
1396,f2b8935d-6618-4e46-be5f-5be8dd4d2104,American Express,american-express,Customer Service Specialist,2017-03-01,2018-01-01
1397,f2b8935d-6618-4e46-be5f-5be8dd4d2104,Webmaster,webmaster,Business Development Associate,2014-12-01,2017-03-01
1398,f2b8935d-6618-4e46-be5f-5be8dd4d2104,Vodafone,vodafone,Retail Sales Specialist,2011-05-01,2012-05-01
1399,c8df1803-6ec6-42a1-a75c-421a2160fc7c,"Okta, Inc.",okta-inc-,Information Technology Manager,,
1400,9046abe4-7906-4fa2-898b-ada913ac3ab6,Snap One,snaponellc,Legal Summer Associate,2021-05-01,2021-08-01
1401,9046abe4-7906-4fa2-898b-ada913ac3ab6,Brigham Young University,brigham-young-university,Alumni & Internships Coordinator,2019-12-01,2020-08-01
1402,9046abe4-7906-4fa2-898b-ada913ac3ab6,Clearlink,clearlink,Copywriter Intern,2019-05-01,2019-08-01
1403,9046abe4-7906-4fa2-898b-ada913ac3ab6,Brigham Young University,brigham-young-university,Editorial Staff Member,2018-02-01,2019-04-01
1404,9046abe4-7906-4fa2-898b-ada913ac3ab6,Self-Employed,conscience-vc,Personal Tutor,2017-05-01,2017-08-01
1405,9046abe4-7906-4fa2-898b-ada913ac3ab6,Lane Bryant,lane-bryant,Marketing Intern,2015-06-01,2015-07-01
1406,b3432d52-ea32-477c-9ac0-ea3fc1a03453,Solidigm,solidigmtechnology,System Integrator,2022-01-01,
1407,b3432d52-ea32-477c-9ac0-ea3fc1a03453,Intel Corporation,intel-corporation,Senior HW Design Engineer,2016-05-01,2021-12-01
1408,b3432d52-ea32-477c-9ac0-ea3fc1a03453,Verifone,verifone,Senior Hardware Engineer,2015-03-01,2016-04-01
1409,b3432d52-ea32-477c-9ac0-ea3fc1a03453,Hewlett-Packard,hewlett-packard-enterprise,Hardware Design Engineer,1999-05-01,2015-02-01
1410,b3432d52-ea32-477c-9ac0-ea3fc1a03453,Artesyn Technologies,artesyn-technologies,Process Engineer,1995-08-01,1999-04-01
1411,b3432d52-ea32-477c-9ac0-ea3fc1a03453,Microscan,omron-automation-americas,Manufacturing Engineer,1991-01-01,1995-07-01
1412,b06590ba-bcae-4281-9e07-c2552b1973f1,Rider University,rider-university,Sr. Business Systems Analyst,2016-10-01,
1413,b06590ba-bcae-4281-9e07-c2552b1973f1,DefinedLogic,definedlogic,Senior Business Analyst,2010-05-01,2016-10-01
1414,b06590ba-bcae-4281-9e07-c2552b1973f1,Direct Group (now Budco),direct-group-north-america,Senior Analyst / Account Manager,2009-09-01,2009-12-01
1415,b06590ba-bcae-4281-9e07-c2552b1973f1,Educational Testing Service (ETS),educational-testing-service-ets,Business Analyst / Software Engineer (Consultant),2002-01-01,2008-08-01
1416,b06590ba-bcae-4281-9e07-c2552b1973f1,The McGraw Hill Companies,spglobal,Business Analyst / Systems Analyst / Software Engineer (Consultant),2000-12-01,2001-12-01
1417,b06590ba-bcae-4281-9e07-c2552b1973f1,Educational Testing Service (ETS),educational-testing-service-ets,Software Engineer (Consultant),1999-12-01,2000-11-01
1418,b06590ba-bcae-4281-9e07-c2552b1973f1,The McGraw Hill Companies,spglobal,Software Engineer (Consultant),1995-04-01,1999-09-01
1419,b06590ba-bcae-4281-9e07-c2552b1973f1,Simon & Schuster,simonandschuster,Software Engineer (Consultant),1994-02-01,1995-04-01
1420,b06590ba-bcae-4281-9e07-c2552b1973f1,General Accident Insurance Company,general-accident-insurance-company,Software Engineer (Consultant),1993-11-01,1994-02-01
1421,b06590ba-bcae-4281-9e07-c2552b1973f1,J.P. Morgan,jpmorgan,Associate,1993-05-01,1993-11-01
1422,b06590ba-bcae-4281-9e07-c2552b1973f1,Macmillan Publishing Company,macmillan-publishing-company,Systems Analyst / Programmer,1989-06-01,1993-05-01
1423,b06590ba-bcae-4281-9e07-c2552b1973f1,"ARMS, Inc.",arms-inc,Senior Programmer / Analyst (Consultant),1988-09-01,1989-05-01
1424,b06590ba-bcae-4281-9e07-c2552b1973f1,Automated Conversion Technologies,automated-conversion-technologies,Computer Programmer,1988-04-01,1988-09-01
1425,b06590ba-bcae-4281-9e07-c2552b1973f1,Electronic Data Systems (EDS),hewlett-packard-enterprise,Systems Engineer for GM’s Cadillac Car Division,1985-04-01,1988-03-01
1426,31cb5482-b9db-4b9c-93d8-7735fd3d89ed,Deel,deel,"Senior Account Executive, Midmarket",2021-02-01,
1427,31cb5482-b9db-4b9c-93d8-7735fd3d89ed,Granular,granular,Digital Business Manager,2018-03-01,2021-02-01
1428,31cb5482-b9db-4b9c-93d8-7735fd3d89ed,PipelineDeals,pipelinedeals-com,Senior Account Executive,2016-06-01,2018-03-01
1429,31cb5482-b9db-4b9c-93d8-7735fd3d89ed,BoardSync,civicclerk,Sales and Marketing Executive,2016-01-01,2016-05-01
1430,31cb5482-b9db-4b9c-93d8-7735fd3d89ed,Atcore Systems,atcore-systems,Business Development Representative,2015-09-01,2016-01-01
1431,31cb5482-b9db-4b9c-93d8-7735fd3d89ed,RE Factor Management,re-factor-management,Consultant,2015-02-01,2016-03-01
1432,31cb5482-b9db-4b9c-93d8-7735fd3d89ed,Liberty National Life Insurance Company,liberty-national-life-insurance-company,Supervising Agent,2014-07-01,2015-05-01
1433,31cb5482-b9db-4b9c-93d8-7735fd3d89ed,US Army Reserve,united-states-army-reserve,Combat Engineer,2010-05-01,
1434,c29f9338-b2b8-47af-8fb2-c676daaf6bb1,Socialab Uruguay,socialab-uruguay,Consejo asesor,2019-03-01,
1435,c29f9338-b2b8-47af-8fb2-c676daaf6bb1,UYRobot,uyrobot,Director,2014-09-01,
1436,c29f9338-b2b8-47af-8fb2-c676daaf6bb1,INTEGRADOC,integradoc,Ayudante técnico,2013-11-01,2015-04-01
1437,c29f9338-b2b8-47af-8fb2-c676daaf6bb1,PEDECIBA,pedeciba,Docente,2013-07-01,2013-07-01
1438,c29f9338-b2b8-47af-8fb2-c676daaf6bb1,Fundación Julio Ricaldoni,fundacion-julio-ricaldoni,Ayudante Técnico,2012-01-01,2013-12-01
1439,66ca5947-a2ed-4902-b52a-2fc69678d85f,Jane Street,jane-street-global,Trading Intern,2021-06-01,2021-08-01
1440,66ca5947-a2ed-4902-b52a-2fc69678d85f,Williams College,williams-college,Research Assistant,2020-06-01,2021-05-01
1441,66ca5947-a2ed-4902-b52a-2fc69678d85f,"Academia Sinica, Taiwan",academia-sinica-taiwan,Nano Spin Laboratory Intern,2019-06-01,2019-08-01
1442,66ca5947-a2ed-4902-b52a-2fc69678d85f,Williams College,williams-college,Undergraduate Research Assistant,2018-09-01,2019-06-01
